001 ; Лестничная клетка                                                                                                  ;        14,49 ;      16280,0 ;          0,0 ;       3300,0 ;          0,0 ;              ;              ;          0,0 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой@Шпатлёвка ж/б плит                                                                ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ; Окраска негорючей краской класса КМ0, НГ, моющейся, матовой                                                 ;              ; ЗОНА         ; 0                                                                                            ; ЭО     ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1870,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         5,05 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1870,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         3,12 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2700,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         4,02 ; СТЕНА        ; Кирпич 510 штукатурка с 2х сторон с навесным фасадом                                         ; 0      ; Стены наружные кирпич.АР                          ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2700,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         5,26 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; IV  ;          5,0 ;       9140,0 ; 110 ;            1
111 ; Женская душевая                                                                                                    ;        13,45 ;      15400,0 ;          0,0 ;       2700,0 ;          0,0 ;              ;              ;          0,0 ; Окраска краской Вд-ва-224 (ГОСТ 28196-89)@Шпатлёвка ж/б плит                                                                                  ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ; Облицовка керам. плиткой                                                                                    ;              ; ЗОНА         ; 0                                                                                            ; П      ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;         20,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,05 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;         20,0 ;        700,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,01 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,29 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        400,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,96 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        830,0 ;        700,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,55 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        900,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,62 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2700,0 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         5,26 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2700,0 ;        910,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         7,20 ; СТЕНА        ; Кирпич 120 существующий                                                                      ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       3750,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;        10,13 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       4980,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;        13,45 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ; 0            ; ОБЪЕКТ       ; Передний план                                                                                ; 0      ; Полы.АР                                           ; Пол            ; IV  ;         13,4 ;      15360,0 ; 111 ;            1
112 ; Женская гардеробная домашней и уличной одежды на 13чел. 3б                                                         ;        17,32 ;      20300,0 ;          0,0 ;       2700,0 ;          0,0 ;              ;              ;       2000,0 ; Окраска краской Вд-ва-224 (ГОСТ 28196-89)@Шпатлёвка ж/б плит                                                                                  ; Облицовка керам. плиткой                                                                                    ; Улучшенная окраска краской ВД-ВА-224 (ГОСТ 28196-89)                                                        ; Улучшенная окраска краской ВД-ВА-224 (ГОСТ 28196-89)                                                        ;              ; ЗОНА         ; 0                                                                                            ; ПВО    ; Зоны.АР                                           ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,38 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        160,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,38 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        260,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,70 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        400,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,96 ; СТЕНА        ; Колонна АБК                                                                                  ; 0      ; Колонны.КЖ                                        ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        570,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         1,54 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        940,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         2,52 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;        960,0 ;        910,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         0,70 ; СТЕНА        ; Кирпич 120 существующий                                                                      ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       1080,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         2,81 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       2980,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         4,79 ; СТЕНА        ; Кирпич 510 штукатурка с 2х сторон с навесным фасадом                                         ; 0      ; Стены наружные кирпич.АР                          ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       3429,8 ;        700,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         7,54 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       3580,2 ;        800,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;         7,73 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
0   ; 0                                                                                                                  ; 0            ; 0            ; 0            ; 0            ; 0            ;       5780,0 ;          0,0 ; 0            ; 0                                                                                                                                             ; 0                                                                                                           ; 0                                                                                                           ; 0                                                                                                           ;        13,12 ; СТЕНА        ; Кирпич 120 штукатурка с 2х сторон                                                            ; 0      ; Перегородки кирпич.АР                             ; 0              ; 0   ; 0            ; 0            ; 0   ; 0           
